# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 2
# model = cdm_discrete_model
# start_datetime = 2022-01-28 16:34:13 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = /home/sam/cmdstan/programs/discrete_test_data.json
# init = 2 (Default)
# random
#   seed = 2830311214 (Default)
# output
#   file = variational_out.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1-363-g727c7624
# stancflags = 
lp__,log_p__,log_g__,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,intercepts.1,intercepts.2,intercepts.3,intercepts.4,intercepts.5,intercepts.6,intercepts.7,intercepts.8,intercepts.9,intercepts.10,intercepts.11,intercepts.12,intercepts.13,intercepts.14,intercepts.15,intercepts.16,intercepts.17,intercepts.18,intercepts.19,intercepts.20,intercepts.21,base_effects.1.1,base_effects.2.1,base_effects.3.1,base_effects.4.1,base_effects.5.1,base_effects.6.1,base_effects.7.1,base_effects.8.1,base_effects.9.1,base_effects.10.1,base_effects.11.1,base_effects.12.1,base_effects.13.1,base_effects.14.1,base_effects.15.1,base_effects.16.1,base_effects.17.1,base_effects.18.1,base_effects.19.1,base_effects.20.1,base_effects.21.1,base_effects.1.2,base_effects.2.2,base_effects.3.2,base_effects.4.2,base_effects.5.2,base_effects.6.2,base_effects.7.2,base_effects.8.2,base_effects.9.2,base_effects.10.2,base_effects.11.2,base_effects.12.2,base_effects.13.2,base_effects.14.2,base_effects.15.2,base_effects.16.2,base_effects.17.2,base_effects.18.2,base_effects.19.2,base_effects.20.2,base_effects.21.2,base_effects.1.3,base_effects.2.3,base_effects.3.3,base_effects.4.3,base_effects.5.3,base_effects.6.3,base_effects.7.3,base_effects.8.3,base_effects.9.3,base_effects.10.3,base_effects.11.3,base_effects.12.3,base_effects.13.3,base_effects.14.3,base_effects.15.3,base_effects.16.3,base_effects.17.3,base_effects.18.3,base_effects.19.3,base_effects.20.3,base_effects.21.3,interaction_effects.1,interaction_effects.2,interaction_effects.3,interaction_effects.4,interaction_effects.5,interaction_effects.6,interaction_effects.7,interaction_effects.8,interaction_effects.9,interaction_effects.10,interaction_effects.11,interaction_effects.12,interaction_effects.13,interaction_effects.14,interaction_effects.15,interaction_effects.16,interaction_effects.17,interaction_effects.18,interaction_effects.19,interaction_effects.20,interaction_effects.21,log_theta.1,log_theta.2,log_theta.3,log_theta.4,log_theta.5,log_theta.6,log_theta.7,log_theta.8,mylogits.1.1,mylogits.2.1,mylogits.3.1,mylogits.4.1,mylogits.5.1,mylogits.6.1,mylogits.7.1,mylogits.8.1,mylogits.9.1,mylogits.10.1,mylogits.11.1,mylogits.12.1,mylogits.13.1,mylogits.14.1,mylogits.15.1,mylogits.16.1,mylogits.17.1,mylogits.18.1,mylogits.19.1,mylogits.20.1,mylogits.21.1,mylogits.1.2,mylogits.2.2,mylogits.3.2,mylogits.4.2,mylogits.5.2,mylogits.6.2,mylogits.7.2,mylogits.8.2,mylogits.9.2,mylogits.10.2,mylogits.11.2,mylogits.12.2,mylogits.13.2,mylogits.14.2,mylogits.15.2,mylogits.16.2,mylogits.17.2,mylogits.18.2,mylogits.19.2,mylogits.20.2,mylogits.21.2,mylogits.1.3,mylogits.2.3,mylogits.3.3,mylogits.4.3,mylogits.5.3,mylogits.6.3,mylogits.7.3,mylogits.8.3,mylogits.9.3,mylogits.10.3,mylogits.11.3,mylogits.12.3,mylogits.13.3,mylogits.14.3,mylogits.15.3,mylogits.16.3,mylogits.17.3,mylogits.18.3,mylogits.19.3,mylogits.20.3,mylogits.21.3,mylogits.1.4,mylogits.2.4,mylogits.3.4,mylogits.4.4,mylogits.5.4,mylogits.6.4,mylogits.7.4,mylogits.8.4,mylogits.9.4,mylogits.10.4,mylogits.11.4,mylogits.12.4,mylogits.13.4,mylogits.14.4,mylogits.15.4,mylogits.16.4,mylogits.17.4,mylogits.18.4,mylogits.19.4,mylogits.20.4,mylogits.21.4,mylogits.1.5,mylogits.2.5,mylogits.3.5,mylogits.4.5,mylogits.5.5,mylogits.6.5,mylogits.7.5,mylogits.8.5,mylogits.9.5,mylogits.10.5,mylogits.11.5,mylogits.12.5,mylogits.13.5,mylogits.14.5,mylogits.15.5,mylogits.16.5,mylogits.17.5,mylogits.18.5,mylogits.19.5,mylogits.20.5,mylogits.21.5,mylogits.1.6,mylogits.2.6,mylogits.3.6,mylogits.4.6,mylogits.5.6,mylogits.6.6,mylogits.7.6,mylogits.8.6,mylogits.9.6,mylogits.10.6,mylogits.11.6,mylogits.12.6,mylogits.13.6,mylogits.14.6,mylogits.15.6,mylogits.16.6,mylogits.17.6,mylogits.18.6,mylogits.19.6,mylogits.20.6,mylogits.21.6,mylogits.1.7,mylogits.2.7,mylogits.3.7,mylogits.4.7,mylogits.5.7,mylogits.6.7,mylogits.7.7,mylogits.8.7,mylogits.9.7,mylogits.10.7,mylogits.11.7,mylogits.12.7,mylogits.13.7,mylogits.14.7,mylogits.15.7,mylogits.16.7,mylogits.17.7,mylogits.18.7,mylogits.19.7,mylogits.20.7,mylogits.21.7,mylogits.1.8,mylogits.2.8,mylogits.3.8,mylogits.4.8,mylogits.5.8,mylogits.6.8,mylogits.7.8,mylogits.8.8,mylogits.9.8,mylogits.10.8,mylogits.11.8,mylogits.12.8,mylogits.13.8,mylogits.14.8,mylogits.15.8,mylogits.16.8,mylogits.17.8,mylogits.18.8,mylogits.19.8,mylogits.20.8,mylogits.21.8
# Stepsize adaptation complete.
# eta = 1
0,0,0,0.122373,0.11771,0.125495,0.117063,0.115794,0.133014,0.13675,0.131801,-2.91956,-2.56744,-3.04724,-2.9132,-2.50223,-3.4136,-2.03839,-2.00851,-3.556,-4.97417,-2.346,-3.14467,-2.44992,-2.8263,-2.70062,-1.94053,-2.94234,-3.54579,-2.59858,-2.14742,-2.13274,6.99111,6.21402,6.12091,2.9195,3.14372,2.58776,1.97703,1.93392,3.52744,2.70491,2.92837,2.91282,2.53815,2.5803,2.70609,2.66124,3.08437,3.11876,0.66213,1.2309,1.37855,2.88721,3.179,2.78938,5.93308,4.58164,6.63939,1.32589,2.19269,3.89665,2.50754,2.83914,2.51306,2.87014,3.1378,2.73661,2.10448,2.77839,3.31637,0.62165,1.24299,0.999655,2.68751,2.87524,2.87733,2.70544,2.81376,2.77993,4.12914,3.30969,3.78271,8.15226,5.26594,7.34672,2.19139,2.54791,2.37845,2.91889,2.92279,3.10174,1.46225,1.23464,1.30886,2.68526,1.46316,-1.13039,2.20584,1.56484,0.501676,4.17721,1.98514,-0.717087,2.15388,1.15608,0.736827,3.13837,0.133076,0.2379,1.78675,-1.17627,0.497976,0.346064,0.670021,0.868834,-2.10068,-2.13953,-2.07549,-2.14504,-2.15595,-2.0173,-1.9896,-2.02646,-2.91956,-2.56744,-3.04724,-2.9132,-2.50223,-3.4136,-2.03839,-2.00851,-3.556,-4.97417,-2.346,-3.14467,-2.44992,-2.8263,-2.70062,-1.94053,-2.94234,-3.54579,-2.59858,-2.14742,-2.13274,4.07156,3.64658,3.07367,-2.9132,-2.50223,-3.4136,-0.06136,-0.0745849,-0.0285579,-4.97417,-2.346,-3.14467,0.0882371,-0.246003,0.00546599,-1.94053,-2.94234,-3.54579,-1.93645,-0.91652,-0.754193,-2.91956,-2.56744,-3.04724,3.01988,2.07941,3.22578,-0.712507,0.184184,0.340649,-4.97417,-2.346,-3.14467,-2.44992,-2.8263,-2.70062,0.163954,-0.163954,-0.229421,-1.97693,-0.904429,-1.13309,4.07156,3.64658,3.07367,3.01988,2.07941,3.22578,3.94979,3.58126,2.7377,-4.97417,-2.346,-3.14467,0.0882371,-0.246003,0.00546599,0.163954,-0.163954,-0.229421,0.839087,0.45955,0.743438,-2.91956,-2.56744,-3.04724,-2.9132,-2.50223,-3.4136,-2.03839,-2.00851,-3.556,3.17809,2.91994,4.20204,-0.258522,-0.278385,-0.322179,0.978363,-0.0195483,-0.444053,-1.13632,-0.912779,-0.82388,4.07156,3.64658,3.07367,-2.9132,-2.50223,-3.4136,-0.06136,-0.0745849,-0.0285579,3.17809,2.91994,4.20204,4.48547,3.86676,2.88559,0.978363,-0.0195483,-0.444053,0.681887,0.556023,0.900735,-2.91956,-2.56744,-3.04724,3.01988,2.07941,3.22578,-0.712507,0.184184,0.340649,3.17809,2.91994,4.20204,-0.258522,-0.278385,-0.322179,7.26006,4.74397,2.15523,0.222156,2.11696,0.845796,4.07156,3.64658,3.07367,3.01988,2.07941,3.22578,3.94979,3.58126,2.7377,3.17809,2.91994,4.20204,4.48547,3.86676,2.88559,7.26006,4.74397,2.15523,7.33262,2.54257,3.93722
0,-1778.75,-57.7784,0.116638,0.16044,0.141404,0.117792,0.166907,0.0866945,0.089713,0.120411,-3.10463,-2.51389,-3.81344,-2.91886,-2.88386,-4.35309,-1.97726,-1.6832,-3.61602,-4.97459,-2.48219,-3.48248,-2.25091,-2.97214,-2.8673,-1.62688,-2.94224,-3.59587,-2.40927,-2.02973,-2.10078,7.06794,5.31215,6.28477,1.9719,1.51154,2.26836,1.97782,3.01058,4.05431,3.09547,5.00732,6.93339,2.00174,2.31713,2.31037,2.40486,1.72082,6.13768,1.3106,1.13865,1.7333,1.67872,3.30973,4.01073,6.78727,4.72474,6.8305,1.55705,2.6328,3.48002,7.07231,2.24716,3.66569,3.22241,7.66757,1.66716,1.67756,3.05155,2.97324,0.37763,1.32703,0.939516,0.728993,14.5562,4.77109,2.09118,2.0218,3.04407,5.29966,2.60902,13.21,6.76807,5.66872,7.40234,2.19866,2.12367,2.55369,2.85653,3.45077,2.74297,1.27532,0.595253,1.82201,1.83103,2.21861,-1.77125,2.9298,2.55955,0.244056,6.22873,1.60171,-0.947467,1.86893,1.22504,1.00298,1.86346,0.200011,-0.331017,1.49719,-1.30356,-0.0247017,0.619462,0.229049,2.79095,-2.14868,-1.82983,-1.95613,-2.13883,-1.79032,-2.44537,-2.41114,-2.11685,-3.10463,-2.51389,-3.81344,-2.91886,-2.88386,-4.35309,-1.97726,-1.6832,-3.61602,-4.97459,-2.48219,-3.48248,-2.25091,-2.97214,-2.8673,-1.62688,-2.94224,-3.59587,-2.40927,-2.02973,-2.10078,3.96331,2.79826,2.47133,-2.91886,-2.88386,-4.35309,0.000553936,1.32738,0.438291,-4.97459,-2.48219,-3.48248,-0.249175,-0.655005,-0.556931,-1.62688,-2.94224,-3.59587,-1.09868,-0.891081,-0.36748,-3.10463,-2.51389,-3.81344,3.86841,1.84088,2.47742,-0.420214,0.9496,-0.136001,-4.97459,-2.48219,-3.48248,-2.25091,-2.97214,-2.8673,0.0506808,0.109306,-0.62263,-2.03164,-0.702694,-1.16126,3.96331,2.79826,2.47133,3.86841,1.84088,2.47742,3.38863,6.17878,2.14705,-4.97459,-2.48219,-3.48248,-0.249175,-0.655005,-0.556931,0.0506808,0.109306,-0.62263,1.14788,0.635966,0.547335,-3.10463,-2.51389,-3.81344,-2.91886,-2.88386,-4.35309,-1.97726,-1.6832,-3.61602,1.79348,3.18653,3.91986,-0.0522495,-0.848468,-0.313617,1.22966,0.508527,-0.852908,-1.13395,-1.43448,-0.278762,3.96331,2.79826,2.47133,-2.91886,-2.88386,-4.35309,0.000553936,1.32738,0.438291,1.79348,3.18653,3.91986,4.87929,4.02821,2.24081,1.22966,0.508527,-0.852908,1.40168,-0.626844,2.074,-3.10463,-2.51389,-3.81344,3.86841,1.84088,2.47742,-0.420214,0.9496,-0.136001,1.79348,3.18653,3.91986,-0.0522495,-0.848468,-0.313617,9.13594,5.16179,1.17287,0.246662,1.38975,0.889803,3.96331,2.79826,2.47133,3.86841,1.84088,2.47742,3.38863,6.17878,2.14705,1.79348,3.18653,3.91986,4.87929,4.02821,2.24081,9.13594,5.16179,1.17287,6.51468,1.09383,6.00881
0,-1776.12,-52.6909,0.116825,0.128365,0.100802,0.11196,0.184063,0.125766,0.132009,0.10021,-3.00098,-2.51498,-3.46102,-3.45743,-2.95392,-3.44026,-1.96375,-1.83036,-3.70043,-5.01913,-2.73366,-1.98212,-2.65625,-2.50377,-2.47895,-1.75533,-2.93235,-3.49198,-2.50713,-1.92459,-2.45311,6.26656,6.09593,6.2061,6.44648,1.65363,1.13077,1.76603,2.0886,3.62058,15.172,4.36161,2.11283,2.53392,2.73795,2.62461,1.03758,6.61987,0.912904,0.486279,1.2809,1.16991,0.840635,2.25422,5.96787,5.91591,3.98442,8.08563,1.04572,2.22648,3.90691,1.20224,5.33501,3.87837,2.24558,1.63054,3.15117,1.75238,3.21389,3.98007,0.742637,1.07096,1.49992,6.15335,2.77859,1.35371,3.2354,10.7437,0.512531,2.16297,7.26718,1.62657,8.62191,4.98784,7.57067,2.00519,2.63341,2.49523,3.46821,2.94352,2.74608,1.77123,1.07245,1.39852,2.81753,1.75091,-1.19636,-0.000910269,2.70854,0.946105,4.81035,3.47547,0.367914,2.32545,0.888672,0.819534,3.07848,0.375034,0.221506,1.66683,-1.76204,0.614339,0.0189413,0.9286,0.648082,-2.14708,-2.05287,-2.2946,-2.18961,-1.69248,-2.07333,-2.02489,-2.30049,-3.00098,-2.51498,-3.46102,-3.45743,-2.95392,-3.44026,-1.96375,-1.83036,-3.70043,-5.01913,-2.73366,-1.98212,-2.65625,-2.50377,-2.47895,-1.75533,-2.93235,-3.49198,-2.50713,-1.92459,-2.45311,3.26558,3.58095,2.74507,-3.45743,-2.95392,-3.44026,-0.19772,0.258236,-0.0798544,-5.01913,-2.73366,-1.98212,-0.12233,0.234184,0.145659,-1.75533,-2.93235,-3.49198,-2.02085,-0.643691,-1.2832,-3.00098,-2.51498,-3.46102,2.45847,1.0305,4.64537,-0.918032,0.396121,0.206474,-5.01913,-2.73366,-1.98212,-2.65625,-2.50377,-2.47895,-0.00295076,0.281533,0.48809,-1.76449,-0.85363,-0.953186,3.26558,3.58095,2.74507,2.45847,1.0305,4.64537,3.66553,4.23562,2.63069,-5.01913,-2.73366,-1.98212,-0.12233,0.234184,0.145659,-0.00295076,0.281533,0.48809,1.04724,0.802302,0.831062,-3.00098,-2.51498,-3.46102,-3.45743,-2.95392,-3.44026,-1.96375,-1.83036,-3.70043,3.60279,2.25419,5.58854,-0.651061,0.129641,0.0162877,1.71288,0.0111686,-0.745896,-0.735893,-0.852136,-1.05459,3.26558,3.58095,2.74507,-3.45743,-2.95392,-3.44026,-0.19772,0.258236,-0.0798544,3.60279,2.25419,5.58854,1.88195,5.57613,3.587,1.71288,0.0111686,-0.745896,0.639058,0.650268,0.134258,-3.00098,-2.51498,-3.46102,2.45847,1.0305,4.64537,-0.918032,0.396121,0.206474,3.60279,2.25419,5.58854,-0.651061,0.129641,0.0162877,8.27561,6.70052,3.60209,0.826277,1.88566,1.37393,3.26558,3.58095,2.74507,2.45847,1.0305,4.64537,3.66553,4.23562,2.63069,3.60279,2.25419,5.58854,1.88195,5.57613,3.587,8.27561,6.70052,3.60209,7.60516,2.00105,3.8252
0,-1772.33,-67.1083,0.150635,0.133222,0.116621,0.124756,0.109997,0.134481,0.126776,0.103512,-3.29263,-2.48662,-3.37687,-2.67446,-2.09925,-2.81795,-1.98648,-2.57473,-3.77663,-5.20022,-2.51306,-3.42439,-2.43416,-2.64815,-2.94204,-1.87724,-3.39197,-3.48315,-2.32673,-2.51646,-2.23406,7.85444,6.45927,6.09661,3.17256,4.84049,2.36327,2.15837,2.77636,3.57814,3.65135,0.796422,0.928441,2.97436,3.36315,2.91357,0.615731,1.10754,8.13486,0.701175,0.803071,0.91006,7.0744,4.25256,0.958968,5.27717,4.18426,7.14524,1.12466,3.23307,3.7425,0.495786,7.13387,1.19867,1.16158,3.69508,2.87254,1.54627,3.39847,3.13483,0.480454,0.843103,0.603009,1.54507,1.79659,3.62722,8.51347,2.13866,3.55862,8.5932,6.65678,3.45714,9.14185,5.01978,9.19914,2.48052,2.61759,2.49415,2.43978,3.53739,3.45593,1.15426,0.808675,1.04205,3.80858,0.436448,-1.3681,0.0830278,1.93162,0.931215,4.64123,0.875614,-1.08246,2.11263,0.385155,-0.0374014,3.65162,0.433549,0.381044,1.24185,-1.35674,0.0754369,0.270594,0.975313,0.0544567,-1.89289,-2.01574,-2.14883,-2.0814,-2.2073,-2.00633,-2.06534,-2.26807,-3.29263,-2.48662,-3.37687,-2.67446,-2.09925,-2.81795,-1.98648,-2.57473,-3.77663,-5.20022,-2.51306,-3.42439,-2.43416,-2.64815,-2.94204,-1.87724,-3.39197,-3.48315,-2.32673,-2.51646,-2.23406,4.5618,3.97265,2.71973,-2.67446,-2.09925,-2.81795,0.171898,0.201628,-0.198495,-5.20022,-2.51306,-3.42439,0.540197,0.715005,-0.0284669,-1.87724,-3.39197,-3.48315,-1.62555,-1.71339,-1.324,-3.29263,-2.48662,-3.37687,2.60271,2.08502,4.32729,-0.861815,0.658335,-0.0341308,-5.20022,-2.51306,-3.42439,-2.43416,-2.64815,-2.94204,-0.33097,0.00650035,-0.348317,-1.84627,-1.67336,-1.63105,4.5618,3.97265,2.71973,2.60271,2.08502,4.32729,5.10514,3.87114,2.17591,-5.20022,-2.51306,-3.42439,0.540197,0.715005,-0.0284669,-0.33097,0.00650035,-0.348317,0.967527,-0.436737,-0.645557,-3.29263,-2.48662,-3.37687,-2.67446,-2.09925,-2.81795,-1.98648,-2.57473,-3.77663,3.94164,2.50672,5.77475,0.0463543,-0.0305613,-0.447884,0.562547,0.145417,-0.027221,-1.17247,-1.70779,-1.19201,4.5618,3.97265,2.71973,-2.67446,-2.09925,-2.81795,0.171898,0.201628,-0.198495,3.94164,2.50672,5.77475,3.10374,5.26421,3.3969,0.562547,0.145417,-0.027221,-0.0861364,-0.523671,-0.0113597,-3.29263,-2.48662,-3.37687,2.60271,2.08502,4.32729,-0.861815,0.658335,-0.0341308,3.94164,2.50672,5.77475,0.0463543,-0.0305613,-0.447884,6.75004,4.4195,2.02515,-0.729414,0.377165,0.386309,4.5618,3.97265,2.71973,2.60271,2.08502,4.32729,5.10514,3.87114,2.17591,3.94164,2.50672,5.77475,3.10374,5.26421,3.3969,6.75004,4.4195,2.02515,6.12116,0.638086,1.69686
0,-1770.79,-56.8901,0.152318,0.165542,0.130592,0.0956847,0.100935,0.14203,0.119852,0.0930458,-2.638,-2.04263,-3.16553,-3.25091,-2.78343,-3.36393,-1.93709,-2.30806,-3.28597,-5.35531,-2.39365,-2.72574,-2.3013,-2.93299,-2.67918,-1.70205,-2.92893,-3.41685,-2.55326,-1.79124,-1.83214,7.43581,7.6014,6.30038,5.02426,0.843986,12.0653,1.90286,2.07638,3.64492,0.597571,0.964326,2.79706,2.58301,2.61221,3.15613,3.0786,4.44688,0.924496,0.375866,1.32818,1.07654,4.1908,1.72636,2.95266,5.94615,4.4502,7.28377,2.11917,2.07753,3.39427,2.17425,1.38669,5.89517,5.67675,7.15416,4.68792,2.14956,2.8178,3.12826,0.42286,1.51545,0.894746,1.75721,1.42841,5.60631,2.89489,1.75501,2.78694,1.77664,5.3365,2.43668,8.48979,5.14335,6.71385,2.38115,2.713,1.96029,3.08203,3.32709,2.82359,1.71602,1.26707,0.919295,0.946698,0.542462,-0.65444,4.32504,1.63364,-0.0265469,5.12959,1.97669,-0.119232,2.77405,1.41178,0.714279,-2.47439,-0.175708,0.341241,2.47509,-0.123541,1.45249,0.275508,-0.709238,-0.267712,-1.88178,-1.79853,-2.03567,-2.3467,-2.29327,-1.95172,-2.1215,-2.37466,-2.638,-2.04263,-3.16553,-3.25091,-2.78343,-3.36393,-1.93709,-2.30806,-3.28597,-5.35531,-2.39365,-2.72574,-2.3013,-2.93299,-2.67918,-1.70205,-2.92893,-3.41685,-2.55326,-1.79124,-1.83214,4.79781,5.55878,3.13485,-3.25091,-2.78343,-3.36393,-0.0342335,-0.231677,0.358957,-5.35531,-2.39365,-2.72574,0.281718,-0.320779,0.476948,-1.70205,-2.92893,-3.41685,-2.1774,-0.463054,-0.755605,-2.638,-2.04263,-3.16553,2.69524,1.66677,3.91984,0.182076,-0.230523,0.108302,-5.35531,-2.39365,-2.72574,-2.3013,-2.93299,-2.67918,0.447508,-0.111126,-0.288592,-2.1304,-0.27578,-0.937396,4.79781,5.55878,3.13485,2.69524,1.66677,3.91984,3.03163,2.38832,3.09879,-5.35531,-2.39365,-2.72574,0.281718,-0.320779,0.476948,0.447508,-0.111126,-0.288592,1.01952,0.876693,1.59163,-2.638,-2.04263,-3.16553,-3.25091,-2.78343,-3.36393,-1.93709,-2.30806,-3.28597,3.13448,2.7497,3.98811,0.0798548,-0.219992,-0.718892,1.37998,0.398159,-0.593266,-0.83724,-0.524164,-0.912848,4.79781,5.55878,3.13485,-3.25091,-2.78343,-3.36393,-0.0342335,-0.231677,0.358957,3.13448,2.7497,3.98811,6.98791,4.02586,2.41069,1.37998,0.398159,-0.593266,0.950404,1.14526,0.439197,-2.638,-2.04263,-3.16553,2.69524,1.66677,3.91984,0.182076,-0.230523,0.108302,3.13448,2.7497,3.98811,0.0798548,-0.219992,-0.718892,8.65913,5.19265,2.41576,0.299899,3.46638,-0.72734,4.79781,5.55878,3.13485,2.69524,1.66677,3.91984,3.03163,2.38832,3.09879,3.13448,2.7497,3.98811,6.98791,4.02586,2.41069,8.65913,5.19265,2.41576,2.38721,4.83655,1.80948
0,-1804.67,-57.1196,0.157742,0.115955,0.11016,0.120676,0.122004,0.125261,0.157961,0.0902417,-2.96499,-3.19662,-3.42537,-2.85398,-3.25308,-3.28836,-2.00205,-2.16503,-3.56106,-5.44825,-2.22179,-3.45941,-2.61941,-2.83105,-2.67703,-2.04566,-3.04766,-3.30915,-2.22948,-1.92042,-2.47014,6.08556,8.03068,7.10698,4.95127,9.7772,1.51668,1.93414,1.97773,3.31442,1.43532,5.74622,3.33332,3.21451,2.30873,2.60184,1.14575,4.46455,2.15552,0.360332,1.33649,1.05782,2.27607,2.75731,47.7454,5.36415,4.94416,7.76863,1.16229,2.3272,3.98425,4.57141,2.60708,16.57,2.74205,4.87895,1.28462,1.84006,3.16886,3.21389,0.511164,1.23785,1.56867,3.18549,3.67496,13.6881,1.16348,1.5044,3.6296,5.39807,1.13059,1.53664,9.22476,5.4565,6.75101,2.08306,2.6319,2.37768,2.98474,2.8459,2.99799,1.31209,1.0063,1.5293,1.11853,0.136558,-0.797754,0.627163,1.69001,1.39037,6.86133,1.19057,-0.682572,1.51745,1.64096,0.456586,6.7441,-0.119545,0.337899,2.27277,-0.975857,0.163096,-0.282881,0.27923,-0.695296,-1.84679,-2.15456,-2.20582,-2.11465,-2.1037,-2.07736,-1.84541,-2.40526,-2.96499,-3.19662,-3.42537,-2.85398,-3.25308,-3.28836,-2.00205,-2.16503,-3.56106,-5.44825,-2.22179,-3.45941,-2.61941,-2.83105,-2.67703,-2.04566,-3.04766,-3.30915,-2.22948,-1.92042,-2.47014,3.12057,4.83406,3.68161,-2.85398,-3.25308,-3.28836,-0.0679072,-0.187302,-0.24664,-5.44825,-2.22179,-3.45941,0.595103,-0.522316,-0.0751846,-2.04566,-3.04766,-3.30915,-1.86915,-0.583935,-1.41231,-2.96499,-3.19662,-3.42537,2.51018,1.69107,4.48028,-0.839763,0.162167,0.423188,-5.44825,-2.22179,-3.45941,-2.61941,-2.83105,-2.67703,-0.205605,0.121201,-0.0952611,-1.71832,-0.682572,-0.90147,3.12057,4.83406,3.68161,2.51018,1.69107,4.48028,2.21291,2.27646,2.93985,-5.44825,-2.22179,-3.45941,0.595103,-0.522316,-0.0751846,-0.205605,0.121201,-0.0952611,0.159466,0.534372,0.319448,-2.96499,-3.19662,-3.42537,-2.85398,-3.25308,-3.28836,-2.00205,-2.16503,-3.56106,3.77651,3.23471,3.2916,-0.536347,-0.199146,-0.299342,0.939079,-0.20176,-0.31116,-0.917392,-0.914122,-0.94084,3.12057,4.83406,3.68161,-2.85398,-3.25308,-3.28836,-0.0679072,-0.187302,-0.24664,3.77651,3.23471,3.2916,3.30533,3.7996,3.69287,0.939079,-0.20176,-0.31116,1.0839,0.760266,-0.165898,-2.96499,-3.19662,-3.42537,2.51018,1.69107,4.48028,-0.839763,0.162167,0.423188,3.77651,3.23471,3.2916,-0.536347,-0.199146,-0.299342,9.64046,4.15767,2.22016,0.050358,2.5965,0.907058,3.12057,4.83406,3.68161,2.51018,1.69107,4.48028,2.21291,2.27646,2.93985,3.77651,3.23471,3.2916,3.30533,3.7996,3.69287,9.64046,4.15767,2.22016,10.3132,3.17549,1.1498
